sample	clade	PC1	PC2
2245.0005A__BIvDNAara0066F06_E01	Mus	42.27982380434967	-37.98302670161261
RUBYSEEDLESS__BIvDNAnae0005A05_G02	Vv	-33.268888817997066	-0.7195849331946031
ND_1_99_35__vDNAhat908A07_H08	NA1	31.630859830116254	30.501306795712445
5.3.52__EXTvDNAbar0012C03_C10	Vv	-26.208118868381348	-1.583780277687744
2237.0009A__BIvDNAara0067A01_C02	NA1	38.83195756215276	37.001213535784004
Flame__EXTvDNAbar0007B03_C11	Vv	-29.98197345817586	-0.3872325922373495
A2Y1_C78L__vDNAlon917B04_B08	Vv	-24.134306323712135	-0.882488091802317
2248.0009A__BIvDNAara0066F06_G02	Mus	38.62596111781796	-40.83471360510029
588646__vDNAlon096H12_H01	NA1	39.37067197330215	38.046311879038115
DVIT0459_0000D__BIvDNAara1075G03_G01	Vv	-20.61971738375423	-1.9379521592977456
ND_1_99_38__vDNAhat908A07_C09	NA1	36.37421160870465	35.91070317638963
2228.0014A__BIvDNAara0067A01_B04	NA2	28.06405372100828	21.54985796672592
DVIT0956_0000C__BIvDNAara1099A03_D11	Vv	-22.301386764556366	-1.616516394414156
9.4.120__EXTvDNAbar0004E09_F01	Vv	-33.66349184467522	-0.5227569806148903
Bogazkere__EXTvDNAbar0006A01_B04	Vv	-27.93163157566135	0.14665396536465955
386__EXTvDNAels0025A04_H09	Mus	40.862333372660316	-44.19841395791227
d13s36__vDNAdia1370E07_D05	Vv	-25.09834265366325	0.760801803099515
DVIT0993_0000C__BIvDNAara1099A03_F12	Vv	-24.37941596871313	-0.7330517552761843
94__EXTvDNAels0022A01_A09	Mus	41.30553242282445	-44.31312678649785
160x271_907__vDNAlon506A10_B09	NA1	34.74507449905397	33.70408285047705
DVIT0538_0000F__BIvDNAara1076G04_E02	Vv	-23.300586556827763	-1.1923209547885014
8.7.80__EXTvDNAbar0002B03_G01	Vv	-31.81670686681112	-1.0514183207093717
9.8.186__EXTvDNAbar0005H11_E12	Vv	-32.502064833147514	-0.8506747534949137
E010__vDNAlon1138F06_B02	NA1	41.350031495880714	40.556971294985665
PI_588562__BIvDNAgut0032C08_E03	NA1	40.175965237751676	38.80279557165499
74__EXTvDNAels0022A01_F06	Mus	40.49433533986893	-44.00096434191219
C66-144__BIvDNAnae0003A03_D02	Vv	-30.94705414801292	-0.003722806276014624
E105__vDNAlon1139F07_E08	NA1	41.96754086703559	40.79225461086968
ChardonnaySelf1_C10__vDNAfen201A01_C10	Vv	-28.824137296601947	-0.05497166238730854
2006-014__vDNAwor1641A04_H02	Mus	38.0799424040923	-42.59906273347923
238__EXTvDNAels0024A03_D03	Mus	41.89362122752322	-44.50097939689075
E079__vDNAlon1138F06_H10	NA1	40.1157863195819	39.73635735218351
E209__vDNAlon1140F08_C03	NA1	40.501027644633716	40.32358093340502
Cardinal__EXTvDNAbar0006A01_D04	Vv	-32.09458319414929	-1.0825345758536762
DVIT0841_0000E__BIvDNAara1100A04_H10	Vv	-25.83697935542956	-2.087577983529838
180__EXTvDNAels0023A02_H07	Mus	41.061579682153315	-43.86583880384721
DVIT0889_0000D__BIvDNAara1099A03_C04	Vv	-21.082710014126715	-1.8307431133409748
483146__vDNAlon095H11_C04	NA2	24.567668980026845	19.871132854856636
8.11.195__EXTvDNAbar0003C04_C06	Vv	-30.48712640926116	-0.35158224703233426
PI_588586__BIvDNAgut0026C02_G10	NA1	40.31748747622871	38.398554661570806
483145__vDNAlon095H11_A04	NA2	25.166149488075245	20.376653991113887
160x271_788__vDNAlon505A09_F05	NA1	36.163075858804966	35.15478426079409
DVIT0648_0000D__BIvDNAara1102A06_G02	Vv	-25.324723223778214	-0.6867715718071753
PI_588259__BIvDNAgut0030C06_E10	NA1	40.48927899144752	39.05034330269197
RST_7_1__vDNAlon918B05_H10	NA1	39.99025729571465	38.38023909596225
160x271_849__vDNAlon506A10_H01	NA1	39.399697051364825	38.47405034919826
Starkenburg_Mystery17__vDNAlon1202F03_C07	NA2	20.130385467136918	16.458579723381412
DVIT0376_0000E__BIvDNAara1074G02_F12	Vv	-24.157120367361834	-1.4020413051158982
Fresnosdls__vDNAled932C07_H12	Vv	-16.218110333896483	-0.36186833729244267
AM171__Muscadine_Plate3_F10	Mus	38.73582219340333	-42.689630071233736
L1033__vDNAhei1315E01_E09	Vv	-27.73433678128112	-0.49538348856611647
9.12.171__EXTvDNAbar0005H11_F08	Vv	-32.74434825997498	-0.9875194258783146
K1043__vDNAhei1308D06_H11	Vv	-27.494153779814205	-0.39680988507922293
PI_597137__BIvDNAgut0028C04_H03	NA2	24.143782422450567	17.065996095503465
160x271_921__vDNAlon506A10_E11	NA1	34.70909566598968	33.206173903685574
Ark1212_67__EXTvDNAWOR0032A06_D12	Mus	40.0155605750253	-42.033696554440695
lon094C12__vDNAlon787A12_B11	NA1	38.81830299540519	36.44499854412324
0339.0000C__BIvDNAara0048D12_G09	Vv	-14.348845310614237	-1.5883801598030172
V_riparia_Iowa7__Muscadine_Plate1_D08	NA1	39.71456855052029	37.98871734925088
E012__vDNAlon1138F06_D02	NA1	41.715510652243346	40.80371758820193
PI_588199__BIvDNAgut0026C02_H03	NA2	28.11034009994357	23.829181276976147
S2206__vDNAhei1334F08_E03	NA2	24.62829860706007	18.18597632264463
160x271_760__vDNAlon505A09_B02	NA1	38.60050238608565	37.46308196200731
2010-213__vDNAwor1520F04_F04	Mus	41.04928758062963	-42.20650177313106
6.14.131__EXTvDNAbar0001A02_E08	Vv	-31.56863775970642	-0.43950993771292757
A2Y1_C316L__vDNAlon918B05_H04	Vv	-29.075324514687292	-0.0016065117988967464
EMPEROR__BIvDNAnae0003A03_E04	Vv	-31.844216360775754	-0.9325598138220627
M13__vDNAled781A06_C06	Vv	-31.522981936519404	-0.7226414992885953
Lameiro__EXTvDNAbar0006A01_A10	Vv	-21.8881722162305	-2.3522659345576864
E033__vDNAlon1138F06_G04	NA1	36.227627078342664	35.187894704768325
A2Y1_C81L__vDNAlon917B04_E08	Vv	-25.994717495326814	-1.7576809982681714
Noble_UA__Muscadine_Plate1_H11	Mus	39.3805341083821	-42.61788024541067
8.6.49__EXTvDNAbar0002B03_C12	Vv	-30.41290139216768	-0.7055775804893755
A2Y1_C319L__vDNAlon918B05_E05	Vv	-28.523067375894502	-0.2956472235393499
5.10.98__EXTvDNAbar0007B03_A02	Vv	-32.47911637838577	-0.8235209824574014
PI_588425__BIvDNAgut0030C06_B09	Vv	-22.989038424547356	-1.683781777801447
9.12.195__EXTvDNAbar0005H11_H03	Vv	-32.381776556427724	-0.5481270213720784
17_109_40__vDNAcad1066F06_H05	EA	8.032455584871883	11.248591430693066
lab97__vDNAcad1516F07_F09	NA1	29.897653467202733	29.645186380091417
E073__vDNAlon1138F06_B10	NA1	34.915455573696896	34.287538627230305
r5s57__vDNAdia1390G03_D08	Mus	43.5333994094566	-42.743579141946284
9.6.134__EXTvDNAbar0005H11_A02	Vv	-31.98275577491464	-0.48988785480230523
d3s93__vDNAdia1360D09_H12	NA2	27.147665312507048	23.145101382936815
